Date,Stock Splits,Symbol
2003-07-09,101:100,CZFS
2005-07-13,101:100,CZFS
2006-07-12,101:100,CZFS
2007-07-11,101:100,CZFS
2008-07-09,101:100,CZFS
2009-07-15,101:100,CZFS
2012-07-18,101:100,CZFS
2013-06-19,21:20,CZFS
2014-06-18,101:100,CZFS
2018-06-14,101:100,CZFS
2022-06-09,101:100,CZFS
2023-06-08,101:100,CZFS
2024-06-14,101:100,CZFS
1994-10-17,2:1,CZNC
1998-11-25,101:100,CZNC
2000-11-22,101:100,CZNC
2002-01-02,101:100,CZNC
2002-12-26,101:100,CZNC
2003-04-22,3:2,CZNC
2003-12-24,101:100,CZNC
2005-12-27,101:100,CZNC
2006-12-28,101:100,CZNC
2007-12-28,101:100,CZNC
2023-02-09,1:20,CZOO
2023-12-06,1:100,CZOO
2019-05-02,1:14,DAC
2000-01-10,2:1,DAKT
2001-06-25,2:1,DAKT
2006-06-23,2:1,DAKT
1997-11-10,3:1,DAR
2017-07-20,1:10,DARE
2024-07-01,1:12,DARE
2023-09-20,1:10,DATS
2023-01-06,1:32,DAVE
2014-06-06,1048:1000,DB
2022-11-04,1:100,DBGI
2023-08-22,1:25,DBGI
2013-11-04,2:1,DBI
2022-08-23,1:4,DBRG
2024-06-07,1:2,DBVT
2024-04-02,1:200,DCFC
1988-05-03,2:1,DCI
1992-07-13,3:2,DCI
1994-04-07,2:1,DCI
1998-01-14,2:1,DCI
2004-03-22,2:1,DCI
2012-03-26,2:1,DCI
1981-02-06,6:5,DCO
1988-03-25,2597:1000,DCO
1998-06-11,3:2,DCO
2004-07-26,3:2,DCOM
1992-01-24,3:2,D
2007-11-20,2:1,D
2019-12-24,1:700,DCTH
1989-11-21,3:2,DD
2000-06-19,3:1,DD
2019-04-02,1487:1000,DD
2019-06-03,4725:10000,DD
1995-05-24,1:3,DDD
2011-05-19,2:1,DDD
2013-02-25,3:2,DDD
1983-03-24,2:1,DDS
1984-09-17,2:1,DDS
1985-12-17,2:1,DDS
1992-06-08,3:1,DDS
2010-07-06,3:1,DECK
1995-11-29,3:1,DE
2007-12-04,2:1,DE
2018-12-28,1806:1000,DELL
2021-11-02,1973:1000,DELL
2021-10-28,1:3,DGHI
2005-03-29,4:3,DGICA
2006-04-27,4:3,DGICA
1997-07-16,4:3,DGICB
1998-06-26,4:3,DGICB
2005-03-29,4:3,DGICB
2006-04-27,4:3,DGICB
1991-03-04,2:1,DGII
1992-04-01,3:2,DGII
2012-08-24,1:8,DGLY
2023-02-08,1:20,DGLY
2001-06-01,2:1,DGX
2005-06-21,2:1,DGX
1993-08-25,105:100,DHI
1994-05-24,106:100,DHI
1995-05-24,109:100,DHI
1995-09-18,7:5,DHI
1996-05-06,108:100,DHI
2000-09-14,109:100,DHI
2001-03-07,111:100,DHI
2002-04-10,3:2,DHI
2004-01-13,3:2,DHI
2005-03-17,4:3,DHI
2001-09-26,1:5,DHIL
1987-09-09,2:1,DHR
1995-01-23,2:1,DHR
1998-06-01,2:1,DHR
2004-05-21,2:1,DHR
2010-06-14,2:1,DHR
2016-07-05,1319:1000,DHR
2023-10-02,1128:1000,DHR
2012-07-17,1:12,DHT
1999-05-28,2:1,DIN
1985-12-23,2:1,DINO
1988-07-21,2:1,DINO
2001-07-09,2:1,DINO
2004-08-31,2:1,DINO
2006-06-02,2:1,DINO
2011-09-01,2:1,DINO
2000-07-17,3:2,DIOD
2003-11-26,3:2,DIOD
2005-12-01,3:2,DIOD
2007-07-31,3:2,DIOD
1986-03-06,4:1,DIS
1992-05-18,4:1,DIS
1998-07-10,3:1,DIS
2007-06-13,10000:9865,DIS
2000-01-21,11:10,DIT
2004-05-17,1:6,DIT
2004-04-06,2:1,DKS
2007-10-22,2:1,DKS
2002-09-23,2:1,DLA
2005-06-01,2:1,DLA
2000-06-02,10:35,DLHC
2008-04-21,1:4,DLHC
2007-05-18,1:15,DLPN
2016-05-16,1:20,DLPN
2017-09-18,1:2,DLPN
2020-11-27,1:5,DLPN
1996-04-22,3:2,DLTR
1997-07-22,3:2,DLTR
1998-06-30,3:2,DLTR
2000-06-20,3:2,DLTR
2010-06-25,3:2,DLTR
2012-06-27,2:1,DLTR
1981-09-21,2:1,DLX
1985-03-15,2:1,DLX
1986-09-15,2:1,DLX
2001-01-02,10000:7995,DLX
2018-11-15,1:20,DMAC
2024-06-11,1:10,DM
2019-08-30,1:2,DMTK
2006-12-07,288:100,DNN
1992-05-21,2:1,DOC
2004-03-02,2:1,DOC
2016-11-01,1098:1000,DOC
2023-11-07,1:20,DOGZ
2023-06-30,1:25,DOMA
1981-06-16,4:3,DOMH
1983-04-05,2:1,DOMH
1996-05-31,2:1,DOMH
2011-05-09,1:10,DOMH
2012-09-24,1:20,DOMH
2016-03-04,1:19,DOMH
2019-05-10,235:1000,DOMH
2019-10-28,1113:1000,DOMH
2022-06-07,1:17,DOMH
2005-03-29,2:1,DORM
2012-06-18,2:1,DORM
2023-06-21,105:100,DOUG
1981-09-28,2:1,DOV
1988-09-26,2:1,DOV
1995-09-18,2:1,DOV
1997-12-16,2:1,DOV
2014-03-03,1205:1000,DOV
2018-05-09,1238:1000,DOV
2024-03-28,1:10,DOYU
2012-12-21,1:5,DQ
2020-11-17,5:1,DQ
2007-07-23,1:10,DRD
2002-05-02,3:2,DRI
2015-11-10,10000:8939,DRI
2023-03-14,1:16,DRMA
2024-05-16,1:15,DRMA
2006-10-06,2:1,DRQ
2022-12-06,1:10,DRRX
1990-10-23,10:25,DRS
2001-04-04,10:25,DRS
2007-02-14,1:3,DRS
2016-09-14,1:2,DRS
2023-07-14,1:5,DRUG
1981-06-26,3:2,DSGR
1984-02-16,3:2,DSGR
1986-05-08,3:2,DSGR
1988-04-19,3:2,DSGR
2023-09-01,2:1,DSGR
2001-11-01,1:200,DSS
2016-08-26,1:4,DSS
2020-05-08,1:30,DSS
2023-04-27,1077:1000,DSS
2024-01-05,1:20,DSS
2002-07-23,3:2,DSWL
2005-03-30,3:2,DSWL
2021-07-01,1175:1000,DTE
2024-02-14,1:30,DTIL
2018-05-01,1:3,DTSS
2024-01-23,1:15,DTSS
1990-10-01,2:1,DUK
2001-01-29,2:1,DUK
2007-01-03,10000:5811,DUK
2012-07-03,1:3,DUK
2022-06-07,1:15,DUO
2023-08-04,1:15,DUO
1997-10-21,5:3,DVA
2004-06-16,3:2,DVA
2013-09-09,2:1,DVA
2014-11-10,1:10,DVAX
2004-11-16,2:1,DVN
1998-11-09,1:3,DWSN
1999-10-06,105:100,DWSN
2006-04-07,105:100,DWSN
2007-04-11,105:100,DWSN
2008-04-10,105:100,DWSN
2009-04-24,105:100,DWSN
2010-04-28,105:100,DWSN
2012-04-26,105:100,DWSN
2013-04-26,105:100,DWSN
2015-02-12,1:3,DWSN
2018-05-11,105:100,DWSN
1994-01-13,3:1,DXC
1998-03-24,2:1,DXC
2015-11-30,17412:10000,DXC
2018-06-01,1156:1000,DXC
2022-06-13,4:1,DXCM
1997-05-27,2:1,DX
1999-08-02,1:4,DX
2019-06-21,1:3,DX
2014-12-18,1:4,DXF
2017-12-29,1:3,DXF
2023-07-25,1:10,DXF
1992-06-02,3:2,DXLG
1993-06-23,3:2,DXLG
1998-07-20,1:2,DXPE
2008-10-01,2:1,DXPE
1986-07-02,2:1,DY
1990-08-23,3:2,DY
1999-01-05,3:2,DY
2000-02-17,3:2,DY
2012-12-19,1:5,DYNT
2023-02-02,1:5,DYNT
2010-03-12,1:5,DZSI
2017-03-01,1:5,DZSI
1992-03-27,2:1,EA
1993-02-22,2:1,EA
2000-09-11,2:1,EA
2003-11-18,2:1,EA
2017-06-15,1:3,EAST
2023-05-15,1:20,EAST
1989-06-19,3:2,EAT
1991-03-15,3:2,EAT
1991-11-27,3:2,EAT
1993-05-14,3:2,EAT
1994-03-31,3:2,EAT
2001-01-17,3:2,EAT
2006-12-01,3:2,EAT
1999-03-02,3:1,EBAY
2000-05-25,2:1,EBAY
2003-08-29,2:1,EBAY
2005-02-17,2:1,EBAY
2015-07-20,2376:1000,EBAY
1983-07-12,2:1,EBF
1985-07-18,2:1,EBF
1987-03-23,3:2,EBF
1989-07-25,3:2,EBF
1991-08-01,3:2,EBF
2010-04-05,19:5,EBMT
2022-11-22,1:30,EBON
2006-07-03,2:1,EBTC
1986-07-16,2:1,ECL
1994-01-19,2:1,ECL
1998-01-16,2:1,ECL
2003-06-09,2:1,ECL
2023-02-15,1:15,ECOR
2006-01-10,5:2,E
2023-01-26,1:30,EDBL
2024-04-05,1:20,EDBL
1982-07-01,2:1,ED
1989-07-03,2:1,ED
2015-09-02,1:10,EDSA
2018-05-07,1:7,EDSA
2019-06-10,1:6,EDSA
2023-10-11,1:7,EDSA
1996-04-16,2:1,EDUC
2018-08-23,2:1,EDUC
2011-08-19,4:1,EDU
2021-03-12,10:1,EDU
2022-04-07,1:10,EDU
2022-04-08,1:10,EDU
2014-07-18,1:10,EFOI
2020-06-12,1:5,EFOI
2023-06-20,1:7,EFOI
2018-05-10,5:1,EFSH
2022-08-03,1:4,EFSH
2023-09-11,1:25,EFSH
2024-01-08,1:4,EFSH
2024-01-12,1:25,EFTR
1982-09-16,2:1,EFX
1985-03-21,3:2,EFX
1986-03-27,2:1,EFX
1989-12-19,2:1,EFX
1995-12-18,2:1,EFX
2003-08-20,1:10,EGAN
2000-04-03,5:4,EGBN
2001-06-18,7:5,EGBN
2005-03-01,130:100,EGBN
2006-07-06,130:100,EGBN
2008-09-16,11:10,EGBN
2013-05-29,11:10,EGBN
2024-03-01,1:40,EGIO
2018-12-31,1:5,EGO
1997-04-08,3:2,EGP
1992-01-02,3:2,EHC
1995-04-18,2:1,EHC
1997-03-18,2:1,EHC
2006-10-26,1:5,EHC
2022-07-01,1257:1000,EHC
2016-03-23,1:15,EIGR
2024-01-08,1:30,EIGR
1984-08-13,2:1,EIX
1993-06-22,2:1,EIX
2022-10-04,1:20,EJH
2023-04-13,1:10,EJH
2023-09-25,1:10,EJH
2024-02-14,1:5,EJH
2016-05-05,1:7,EKSO
2020-03-25,1:15,EKSO
2022-04-13,1:18,ELBM
1999-06-03,2:1,EL
2012-01-23,2:1,EL
2017-05-11,1:9,ELDN
2020-10-05,1:18,ELDN
2011-06-09,1:10,ELLO
1981-04-01,3:1,ELME
1985-07-15,3:2,ELME
1988-12-19,3:2,ELME
1992-06-01,3:2,ELME
2021-03-18,10:1,ELP
2021-04-28,1:5,ELP
1994-04-25,2:1,ELS
2013-07-16,2:1,ELS
2019-10-16,2:1,ELS
1988-04-18,3:2,ELSE
2001-02-27,3:2,ELSE
2017-11-22,1:5,ELTK
2023-06-02,1:10,ELTX
2023-06-16,1:5,ELVA
2005-06-01,2:1,ELV
2024-05-16,1:5,ELWS
2006-02-13,2:1,EME
2007-07-10,2:1,EME
2000-09-26,2:1,EMKR
2012-02-16,1:4,EMKR
2024-04-02,1:10,EMKR
1988-06-16,2:1,EML
1991-03-18,3:2,EML
1999-06-16,3:2,EML
2006-10-18,3:2,EML
2011-10-04,2:1,EMN
1987-09-11,3:1,EMR
1997-03-11,2:1,EMR
2006-12-12,2:1,EMR
1991-05-06,1642:1000,ENB
1999-05-06,2:1,ENB
2005-05-31,2:1,ENB
2011-06-01,2:1,ENB
2023-12-01,1:8,ENG
2006-12-18,3:1,ENLC
2017-09-25,1:5,ENLV
2019-03-06,1:8,ENLV
2022-04-05,581:1000,ENOV
2022-10-28,1:20,ENSC
2023-03-31,1:12,ENSC
2014-06-03,1833:1000,ENSG
2015-12-24,2:1,ENSG
2019-10-01,1069:1000,ENSG
2020-11-23,1:15,ENSV
2019-11-25,1:25,ENVB
2020-12-31,1:4,ENVB
2022-07-15,1:50,ENVB
1980-11-10,2:1,ENZ
1981-04-13,2:1,ENZ
1983-06-15,3:2,ENZ
1986-06-30,6:5,ENZ
1995-06-29,105:100,ENZ
1996-10-04,105:100,ENZ
1998-01-07,105:100,ENZ
2001-02-23,105:100,ENZ
2002-01-31,105:100,ENZ
2003-06-26,105:100,ENZ
2004-10-21,105:100,ENZ
1994-06-16,2:1,EOG
2005-03-02,2:1,EOG
2014-04-01,2:1,EOG
2001-01-25,1:5,EPAC
2003-10-22,2:1,EPAC
2007-11-09,2:1,EPAC
2015-07-01,1349:1000,EPC
2013-08-12,1:12,EP
2022-03-08,1:4,EP
2002-05-16,2:1,EPD
2014-08-22,2:1,EPD
2018-04-25,1:20,EPIX
2002-02-08,1:100,EPM
2004-02-05,1:40,EPM
1987-09-01,2:1,EQC
2010-07-01,1:4,EQC
2002-12-31,1:32,EQIX
2001-10-12,2:1,EQR
2001-11-29,110:100,EQS
1981-04-07,3:2,EQT
1984-02-01,3:2,EQT
1987-04-01,3:2,EQT
1993-01-26,3:2,EQT
2001-06-12,2:1,EQT
2005-09-02,2:1,EQT
2018-11-13,1837:1000,EQT
2019-08-20,1:5,EQX
1982-10-07,3:2,ERIC
1990-09-20,5:1,ERIC
1995-06-16,4:1,ERIC
1998-05-22,2:1,ERIC
2000-05-08,4:1,ERIC
2002-10-23,1:10,ERIC
2008-06-10,2:1,ERIC
1996-05-13,3:1,ERIE
2016-06-17,1:50,ERNA
2021-03-26,1:2,ERNA
2022-10-17,1:20,ERNA
1994-03-07,115:100,ESCA
2002-04-01,3:1,ESCA
2004-05-26,2:1,ESCA
2006-10-06,1:3,ESEA
2015-07-23,1:10,ESEA
2019-12-19,1:8,ESEA
2005-09-26,2:1,ESE
1984-01-03,3:1,ESP
2006-01-03,2:1,ESP
2024-03-26,1:20,ETAO
2014-01-27,2:1,ET
2015-07-27,2:1,ET
1997-09-03,2:1,ETD
1999-05-24,3:2,ETD
1979-10-03,3:2,ETN
1988-09-20,3:2,ETN
1993-06-29,2:1,ETN
2001-01-02,10000:8677,ETN
2004-02-24,2:1,ETN
2011-03-01,2:1,ETN
2013-05-21,1:3,EU
2022-09-14,1:3,EU
2024-01-22,1:10,EVAX
2002-11-27,105:100,EVBN
2003-10-09,105:100,EVBN
2004-12-07,105:100,EVBN
2005-11-10,105:100,EVBN
2008-05-05,10000:5271,EVO
2021-10-20,4:1,EVO
2022-05-23,1:12,EVOK
1987-05-22,2:1,EVRG
2022-06-27,1:20,EVTV
2004-06-22,2:1,EWBC
2010-05-28,2:1,EW
2015-12-14,2:1,EW
2020-06-01,3:1,EW
2004-05-06,2:1,EXC
2022-02-02,1402:1000,EXC
2023-08-02,5:1,EXLS
2006-02-27,3:1,EXP
1986-09-26,3:2,EXPD
1993-11-12,2:1,EXPD
1996-12-12,2:1,EXPD
1999-06-01,2:1,EXPD
2002-06-25,2:1,EXPD
2006-06-26,2:1,EXPD
2011-12-21,1:2,EXPE
2021-02-16,2:1,EXPI
2006-06-12,2:1,EXPO
2015-06-05,2:1,EXPO
2018-06-08,2:1,EXPO
2000-08-25,2:1,EXTR
2008-06-11,1:4,EYPT
2020-12-09,1:10,EYPT
2023-04-27,1:8,EZFL
2024-04-12,1:40,EZGO
2006-12-12,3:1,EZPW
2022-05-31,1:25,FAMI
2023-09-25,1:8,FAMI
2004-05-11,10:1,FARM
1988-09-19,3:2,FAST
1990-02-26,2:1,FAST
1992-03-31,2:1,FAST
1995-03-30,2:1,FAST
2002-05-13,2:1,FAST
2005-11-14,2:1,FAST
2011-05-23,2:1,FAST
2019-05-23,2:1,FAST
2023-09-29,1:20,FATH
2022-12-15,117:100,FBIN
2023-10-10,1:15,FBIO
2015-08-31,2:1,FBIZ
2006-03-16,2:1,FBMS
1996-09-16,2:1,FBNC
1999-09-14,3:2,FBNC
2004-11-16,3:2,FBNC
1993-03-01,3:2,FBP
1993-11-16,3:2,FBP
1995-06-12,3:2,FBP
1998-06-01,2:1,FBP
2002-10-01,3:2,FBP
2005-07-01,2:1,FBP
2011-01-07,1:15,FBP
2020-06-16,1:15,FBRX
2006-07-17,11:10,FCAP
1997-04-03,5:4,FCBC
1998-04-13,5:4,FCBC
1999-04-12,5:4,FCBC
2002-02-27,11:10,FCBC
2003-07-30,11:10,FCBC
2001-05-29,105:100,FCCO
2002-03-01,5:4,FCCO
1999-11-17,3:2,FCEL
2000-09-14,2:1,FCEL
2001-06-20,2:1,FCEL
2015-12-04,1:12,FCEL
2019-05-09,1:12,FCEL
1994-02-11,2:1,FCF
1999-11-19,2:1,FCF
2004-04-06,3:2,FCFS
2006-02-22,2:1,FCFS
2002-01-17,3:2,FCN
2003-06-05,3:2,FCN
1983-12-02,3:2,F
1986-06-03,3:2,F
1988-01-13,2:1,F
1994-07-06,2:1,F
1998-04-08,10000:6641,F
2000-06-29,10000:9607,F
2000-08-03,1748175:1000000,F
2023-03-24,3:2,FCUV
2011-02-02,2:1,FCX
2000-07-13,2:1,FDBC
2006-01-26,11:10,FDBC
2017-09-29,3:2,FDBC
1999-02-08,3:2,FDS
2000-02-07,2:1,FDS
2005-02-07,3:2,FDS
1978-09-26,2:1,FDX
1980-11-03,2:1,FDX
1983-11-01,2:1,FDX
1996-11-05,2:1,FDX
1999-05-07,2:1,FDX
2022-06-21,1:20,FEDU
1980-09-29,3:2,FEIM
1981-04-14,2:1,FEIM
1986-05-27,3:2,FEIM
1997-12-02,3:2,FEIM
2002-03-25,2:1,FELE
2004-06-16,2:1,FELE
2013-03-19,2:1,FELE
2022-05-23,1:6,FENG
2018-06-11,947:1000,FERG
2020-11-10,1:20,FET
1986-10-02,4:3,FFBC
1987-10-02,3:2,FFBC
1994-01-04,4:3,FFBC
1994-12-02,5:4,FFBC
1996-10-02,11:10,FFBC
1997-09-03,11:10,FFBC
1998-06-02,2:1,FFBC
1998-12-02,11:10,FFBC
1999-12-01,110:100,FFBC
2001-03-07,105:100,FFBC
1998-10-01,3:2,FFIC
2001-08-31,3:2,FFIC
2003-12-16,3:2,FFIC
2023-08-28,1:80,FFIE
2024-03-01,1:3,FFIE
1994-06-02,5:4,FFIN
1995-09-13,5:4,FFIN
1996-06-04,5:4,FFIN
1997-06-03,5:4,FFIN
1998-11-12,11:10,FFIN
2001-06-04,5:4,FFIN
2003-06-03,125:100,FFIN
2005-06-02,4:3,FFIN
2011-06-02,3:2,FFIN
2014-06-03,2:1,FFIN
2019-06-04,2:1,FFIN
2007-08-21,2:1,FFIV
2017-01-19,2:1,FFWM
2017-12-07,11:10,FGBI
2019-12-06,11:10,FGBI
2021-12-14,11:10,FGBI
2000-07-18,3:2,FHI
1985-11-22,3:2,FHN
1992-05-26,3:2,FHN
1996-02-20,2:1,FHN
1998-02-23,2:1,FHN
2008-09-10,10306:10000,FHN
2009-09-09,10159:10000,FHN
1995-06-27,2:1,FICO
2001-06-05,3:2,FICO
2002-06-06,3:2,FICO
2004-03-11,3:2,FICO
1991-07-02,3:2,FI
1992-06-01,3:2,FI
1993-05-03,3:2,FI
1998-06-01,3:2,FI
1999-05-03,3:2,FI
2001-09-04,3:2,FI
2013-12-17,2:1,FI
2018-03-20,2:1,FI
1983-03-28,2:1,FITB
1985-04-01,3:2,FITB
1986-04-28,3:2,FITB
1987-10-16,3:2,FITB
1990-01-16,3:2,FITB
1992-04-16,3:2,FITB
1996-01-16,3:2,FITB
1997-07-16,3:2,FITB
1998-04-16,3:2,FITB
2000-07-17,3:2,FITB
1994-11-10,4:1,FIZZ
1996-10-28,2:1,FIZZ
2004-03-23,2:1,FIZZ
2007-05-31,120:100,FIZZ
2021-02-22,2:1,FIZZ
2008-01-22,1:70,FKWL
1986-06-02,2:1,FL
1990-06-01,2:1,FL
1999-01-12,2:1,FLEX
1999-12-23,2:1,FLEX
2000-10-17,2:1,FLEX
2024-01-03,1327:1000,FLEX
2023-06-09,1:20,FLGC
1987-09-18,3:2,FLIC
1996-02-05,3:2,FLIC
1998-02-03,3:2,FLIC
2002-07-25,3:2,FLIC
2007-04-17,2:1,FLIC
2014-10-16,3:2,FLIC
2016-11-29,3:2,FLIC
2022-03-07,1:5,FLJ
2023-12-07,1:40,FLJ
2015-03-20,1:5,FLNT
2024-04-12,1:6,FLNT
1982-06-03,3:2,FLO
1983-04-05,3:2,FLO
1984-10-18,3:2,FLO
1987-11-30,3:2,FLO
1995-11-20,3:2,FLO
1997-05-05,3:2,FLO
2002-01-03,3:2,FLO
2003-06-30,3:2,FLO
2005-07-05,3:2,FLO
2007-07-02,3:2,FLO
2011-06-27,3:2,FLO
2013-06-20,3:2,FLO
2008-07-17,2:1,FLR
1981-03-30,3:2,FLS
1989-03-21,3:2,FLS
1994-03-28,3:2,FLS
2013-06-24,3:1,FLS
1983-05-19,2:1,FLXS
1987-12-08,3:2,FLXS
2006-05-15,4:1,FMAO
2017-09-21,2:1,FMAO
2001-11-19,3:2,FMBH
2004-07-19,3:2,FMBH
2007-07-02,3:2,FMBH
1986-05-29,5:1,FMC
2007-09-14,2:1,FMC
2012-05-25,2:1,FMC
2019-03-04,1153:1000,FMC
1999-10-04,2:1,FMNB
1999-11-12,102:100,FMNB
2000-08-18,102:100,FMNB
2001-11-14,102:100,FMNB
2002-11-13,102:100,FMNB
2003-11-12,102:100,FMNB
2004-11-09,102:100,FMNB
2012-12-04,2:1,FMS
2007-05-31,3:1,FMX
1986-09-02,3:1,FNB
1993-05-04,105:100,FNB
1994-05-04,105:100,FNB
1995-05-04,105:100,FNB
1996-04-29,105:100,FNB
1997-04-29,105:100,FNB
1998-04-16,105:100,FNB
1999-05-04,105:100,FNB
2000-04-26,105:100,FNB
2001-05-01,105:100,FNB
2002-05-15,105:100,FNB
2003-05-13,105:100,FNB
2002-12-16,2:1,FNCB
2004-10-01,2:1,FNCB
2006-03-16,1.1:1,FNCB
2007-12-28,1.25:1,FNCB
2023-06-12,1:30,FNCH
2014-07-01,1216:1000,FNF
2017-10-02,1385:1000,FNF
2022-12-01,104:100,FNF
2004-06-02,3:1,FNLC
1999-03-22,2:1,FNWD
1987-08-25,5:4,FONR
2007-04-17,1:25,FONR
2021-03-03,1:20,FORA
1996-02-01,2:1,FORD
1997-12-24,1:2,FORD
2024-06-18,1:10,FORD
2000-02-08,2:1,FORR
1998-04-09,3:2,FOSL
1999-08-18,3:2,FOSL
2002-06-10,3:2,FOSL
2004-04-12,3:2,FOSL
2023-11-07,1:10,FOXO
2016-10-25,1:10,FPAY
1996-01-02,3:2,FRAF
1998-02-04,3:2,FRAF
2004-06-29,125:100,FRAF
1980-03-28,11:10,FRD
1981-04-06,115:100,FRD
1982-04-02,11:10,FRD
1984-04-02,105:100,FRD
1985-03-29,105:100,FRD
1986-03-31,105:100,FRD
1987-10-06,105:100,FRD
1988-04-04,105:100,FRD
1989-04-03,105:100,FRD
1991-04-08,105:100,FRD
1992-04-06,105:100,FRD
1993-04-02,105:100,FRD
1994-04-11,105:100,FRD
1995-04-17,105:100,FRD
1996-04-24,105:100,FRD
1997-04-23,105:100,FRD
1998-04-29,105:100,FRD
1999-04-28,105:100,FRD
2000-04-26,105:100,FRD
2022-11-04,1:20,FRES
2022-02-15,454:1000,FRGT
2023-03-24,1:10,FRGT
2024-02-05,1:10,FRGT
1993-01-26,3:2,FRME
1995-10-30,3:2,FRME
1998-10-26,3:2,FRME
2001-08-29,105:100,FRME
2002-08-28,105:100,FRME
2003-08-27,105:100,FRME
2016-02-03,1:5,FRO
2011-01-18,3:1,FRPH
2024-04-15,2:1,FRPH
2007-04-30,11:10,FRST
2023-04-21,1:6,FRSX
1982-09-01,2:1,FRT
1985-11-06,3:2,FRT
2021-07-15,2:1,FSBW
2023-01-20,8358:10000,FSEA
2021-09-16,3:1,FSFG
2020-06-16,1:4,FSK
1981-03-02,5:4,FSS
1982-03-01,5:4,FSS
1983-01-26,11:10,FSS
1988-02-08,11:10,FSS
1989-02-08,11:10,FSS
1990-03-02,3:2,FSS
1991-03-04,3:2,FSS
1992-04-10,3:2,FSS
1994-03-02,4:3,FSS
2022-08-02,1171:1000,FTAI
2016-03-16,1:8,FTFT
2007-09-04,2:1,FTI
2011-04-01,2:1,FTI
2021-02-16,1344:1000,FTI
2007-07-12,2:1,FTK
2023-09-26,1:6,FTK
2013-09-30,1:10,FTLF
2021-12-08,4:1,FTLF
2011-06-02,2:1,FTNT
2022-06-23,5:1,FTNT
2020-10-09,1195:1000,FTV
1984-06-18,2:1,FUL
1992-06-02,3:2,FUL
2001-11-19,2:1,FUL
2006-08-07,2:1,FUL
1986-06-03,2:1,FULT
1994-06-01,5:4,FULT
1997-05-21,11:10,FULT
1998-05-28,5:4,FULT
1999-05-06,11:10,FULT
2000-05-04,105:100,FULT
2001-04-30,105:100,FULT
2002-05-21,5:4,FULT
2003-04-28,105:100,FULT
2004-05-12,105:100,FULT
2005-06-09,5:4,FULT
2006-05-17,105:100,FULT
1993-06-16,2:1,FUNC
1994-02-09,3:2,FUNC
1996-03-13,105:100,FUNC
1997-11-18,2:1,FUN
2020-10-12,675:1000,FURY
2003-07-23,2:1,FUSB
2022-11-30,1:20,FUV
2016-07-01,125:100,FVCB
2017-09-26,125:100,FVCB
2017-09-29,3:2,FVCB
2023-02-01,125:100,FVCB
2021-09-13,1:10,FWBI
2022-08-26,1:30,FWBI
2023-01-18,1:7,FWBI
2023-12-18,1:20,FWBI
2014-07-24,2865:1000,FWONA
2014-11-05,1321:1000,FWONA
2016-04-18,1423988:1000000,FWONA
2023-07-20,1018:1000,FWONA
1999-03-22,2:1,FWRD
2000-01-31,3:2,FWRD
2005-04-04,3:2,FWRD
2003-06-02,2:1,FXNC
2005-05-02,2:1,FXNC
1993-09-13,3:2,GABC
1995-11-21,105:100,GABC
1996-11-06,105:100,GABC
1997-11-03,2:1,GABC
1997-11-25,105:100,GABC
1998-11-25,105:100,GABC
1999-11-26,105:100,GABC
2000-11-28,105:100,GABC
2001-11-28,105:100,GABC
2002-11-26,105:100,GABC
2003-11-26,105:100,GABC
2017-04-24,3:2,GABC
2012-03-23,1:6,GALT
2019-06-10,1:15,GAME
2019-10-18,1:5,GAME
2020-08-13,1:15,GAME
2023-04-11,1:4,GAME
1990-06-04,2:1,GATX
1998-06-02,2:1,GATX
1986-01-22,3:2,GBCI
1986-07-31,3:2,GBCI
1989-12-01,3:2,GBCI
1992-04-29,11:10,GBCI
1993-04-30,11:10,GBCI
1994-05-09,11:10,GBCI
1995-05-10,11:10,GBCI
1996-05-07,11:10,GBCI
1997-05-27,3:2,GBCI
1998-09-15,11:10,GBCI
1999-05-14,11:10,GBCI
2000-05-12,11:10,GBCI
2003-05-09,11:10,GBCI
2004-05-21,5:4,GBCI
2005-05-27,5:4,GBCI
2006-12-15,3:2,GBCI
2020-04-13,1021:1000,GBDC
2010-07-06,1:2,GBLI
1995-12-01,1:5,GBR
2001-12-03,1:25,GBR
2002-02-05,5:4,GBR
2003-10-29,2:1,GBR
1999-07-22,110:100,GCBC
2005-06-01,2:1,GCBC
2016-03-16,2:1,GCBC
2023-03-24,2:1,GCBC
2021-08-13,1:13,GCTK
2024-05-20,1:5,GCTK
2018-06-21,2:1,GDC
2022-11-09,1:30,GDC
1979-02-20,5:2,GD
1980-11-17,2:1,GD
1994-04-11,2:1,GD
1998-04-03,2:1,GD
2006-03-27,2:1,GD
2004-05-04,2:1,GDEN
2014-09-10,1:2,GDEN
2020-11-27,1025:1000,GECC
2022-02-28,1:6,GECC
1983-06-02,2:1,GE
1987-05-26,2:1,GE
1994-05-16,2:1,GE
1997-05-12,2:1,GE
2000-05-08,3:1,GE
2019-02-26,104:100,GE
2021-08-02,1:8,GE
2023-01-04,1281:1000,GE
2024-04-02,1253:1000,GE
2007-04-12,2:1,GEF
1999-11-15,2:1,GEG
2003-10-22,1:3,GEG
2016-01-06,1:12,GEG
2016-08-02,3:2,GENC
1991-10-28,2:1,GEN
2002-02-01,2:1,GEN
2003-11-20,2:1,GEN
2004-12-01,2:1,GEN
2015-01-20,1:5,GENE
2019-08-15,1:4,GENE
2023-12-14,1:5,GENE
1996-06-04,2:1,GEO
